2.41725	2.43275	inf	2.361	2.364	2.3795	2.38025	2.39625	2.397	inf	2.3995	2.34775	2.39625	2.37825	2.328	2.3445	inf	2.401	2.36775	2.372	2.52775	2.50525	2.45375	inf	2.61075	2.57425	2.57375	2.70225	2.6175	inf	2.59125	2.7785	2.796	2.93425	2.8775	2.82175	inf	2.88125	2.936	3.10525	3.071	3.102	inf	3.19975	3.2045	3.37225	3.4505	3.56775	3.53325	inf	3.60625	3.8255	3.875	3.974	4.18125	4.23575	inf	4.42	4.6205	4.6875	inf	inf	inf	4.694	4.694	inf	3.0455	3.01675	3.01625	2.9875	inf	2.988	2.96025	2.936	2.933	2.93225	2.9055	inf	2.88	2.87925	2.8785	2.85475	2.85425	2.878	inf	2.8535	2.85225	2.8775	2.853	2.8515	inf	2.87725	2.878	2.85425	2.85475	2.8785	2.90425	inf	2.90675	2.90725	2.933	2.93425	2.96025	2.9875	inf	2.9885	2.98925	3.0445	3.047	3.07625	3.07725	inf	3.13875	3.172	3.2045	3.2665	3.267	inf	3.269	3.303	3.44825	3.486	3.48775	3.52575	inf	3.56575	3.60675	inf	inf	inf	inf	inf	inf	4.07575	4.18475	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	6.8475	6.42725	inf	6.42725	5.725	5.62575	5.4345	5.1575	4.995	4.7585	inf	4.63025	4.49025	4.43	4.2395	4.0825	inf	3.9305	3.97175	3.82125	3.64475	3.68425	3.53575	3.4015	inf	3.45225	3.33375	3.177	3.1525	3.172	3.07525	inf	3.074	2.9305	2.96325	2.96675	2.87975	2.8775	inf	2.87675	2.68525	2.751	2.758	2.619	2.613	inf	2.635	2.6165	2.53375	2.614	2.57225	2.55375	2.53375	inf	2.53075	2.511	2.5085	2.49025	2.47125	2.46975	inf	2.46825	2.451	2.45	2.4495	2.32475	2.30975	2.12175	inf	2.4335	2.41725	2.41725	2.4175
2.41725	inf	2.4175	2.347	2.3635	2.3785	2.39525	2.39575	inf	2.39825	2.4	2.3485	2.3965	2.3625	2.33825	2.34425	inf	2.41175	2.366	2.35875	2.5255	2.49075	inf	2.4705	2.595	2.58975	2.574	2.70125	2.6165	inf	2.59325	2.796	2.7785	2.9335	2.8775	2.81825	inf	2.87725	2.9545	3.133	3.071	3.103	3.20075	inf	3.2065	3.39675	3.42175	3.56825	3.53375	inf	3.60675	3.866	3.8285	3.97325	4.12875	4.235	inf	4.422	4.61725	4.626	inf	inf	4.694	inf	4.694	inf	3.01975	3.0445	2.98925	2.98875	2.9625	inf	2.9615	2.93475	2.90975	2.908	2.90575	2.90375	inf	2.903	2.87875	2.878	2.85375	2.85425	inf	2.853	2.8535	2.8535	2.8535	2.87725	2.8535	inf	2.85375	2.8785	2.8785	2.903	2.9045	2.9055	inf	2.90575	2.93375	2.93425	2.9355	2.987	2.9885	inf	3.01625	3.01725	3.046	3.07675	3.10625	3.13825	inf	3.171	3.23475	3.267	3.2665	3.2685	inf	inf	3.44825	3.48525	3.486	3.52575	3.56575	inf	3.60675	inf	inf	inf	inf	4.07575	inf	4.07575	4.07575	4.18475	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	6.8545	inf	6.697	6.555	6.42725	5.725	5.62575	5.249	5.07825	inf	4.91825	4.693	4.56825	4.431	4.3565	inf	4.23675	4.08325	3.97175	3.82325	3.82625	3.64625	3.56525	inf	3.535	3.4025	3.45	3.331	3.176	3.152	inf	3.14525	3.071	3.074	2.92575	2.9645	2.961	2.87675	inf	2.8775	2.858	2.685	2.753	2.77475	2.63325	inf	2.6145	2.62325	2.59625	2.534	2.61375	2.57325	2.5345	inf	2.533	2.53025	2.512	2.509	2.49025	2.47125	inf	2.469	2.45175	2.45125	2.44975	2.43375	2.323	2.31075	2.11275	inf	2.41725	2.41725	2.4325	2.4015
2.4165	2.4175	2.43225	2.36325	inf	2.37825	2.37825	2.39625	2.3975	2.39825	2.362	inf	2.363	2.39875	2.32675	2.34625	2.38225	2.385	inf	2.372	2.3655	2.523	2.45625	2.6115	inf	2.578	2.5745	2.689	2.6405	2.5915	2.70475	inf	2.7975	2.8785	2.90575	2.8205	2.8495	inf	2.93525	2.9615	3.072	3.071	3.1755	3.178	inf	3.39675	3.373	3.601	3.53375	3.56825	inf	3.65225	3.866	3.971	4.0865	4.29025	4.309	inf	4.6195	4.627	4.84125	inf	4.694	4.694	inf	inf	3.04725	3.044	3.045	2.9885	2.9875	inf	2.96025	2.96025	2.90975	2.908	2.90625	2.9045	inf	2.90375	2.87875	2.903	2.8785	2.853	2.878	inf	2.8535	2.853	2.87675	2.85275	2.8535	2.85375	inf	2.8535	2.90125	2.9025	2.90425	2.905	inf	2.90625	2.9325	2.9355	2.95925	2.987	2.9885	inf	2.98875	3.0455	3.04725	3.04775	3.07775	3.13875	inf	3.1715	3.20325	3.2665	3.267	3.268	inf	3.303	3.44825	3.486	3.4865	3.52575	3.56575	inf	3.60675	3.69175	inf	inf	inf	inf	inf	4.07575	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	7.00025	6.852	6.56775	6.555	6.42725	inf	inf	5.62275	5.2435	5.077	4.9205	4.6885	4.55975	inf	4.432	4.2875	4.127	4.08575	3.971	3.81675	inf	3.69375	3.68225	3.5325	3.447	3.44575	3.4475	inf	3.3255	3.1525	3.1505	3.10525	3.0745	3.0145	2.9325	inf	2.99075	2.9075	2.87675	2.8805	2.6885	2.707	inf	2.77625	2.73325	2.6135	2.635	2.636	2.5495	inf	2.552	2.6125	2.55325	2.55075	2.53275	2.5125	inf	2.51075	2.50875	2.489	2.47025	2.4695	2.45075	2.45075	inf	2.44925	2.44925	2.30925	2.126	2.41675	2.41725	inf	2.4325	2.4175
2.4325	2.448	2.3805	inf	2.3625	2.36425	2.37975	2.395	2.3975	2.40025	inf	2.359	2.365	2.396	2.32675	2.34375	2.39725	inf	2.38175	2.3725	2.37925	2.50725	2.4675	2.612	inf	2.5775	2.57325	2.7035	2.63775	2.5915	inf	2.71325	2.81225	2.91	2.88325	2.81875	2.849	inf	2.9385	3.07575	3.073	3.07625	3.178	3.18	inf	3.398	3.373	3.60025	3.5325	3.5695	inf	3.69325	3.82475	3.97475	4.1245	4.28375	4.36625	inf	4.6185	4.627	4.84125	inf	inf	inf	inf	inf	3.0465	3.044	3.01725	2.9885	2.9875	inf	2.961	2.93375	2.91	2.90675	2.90675	2.9045	inf	2.90325	2.8785	2.9025	2.85475	2.8785	inf	2.87675	2.853	2.85275	2.853	2.8775	2.85175	inf	2.853	2.8775	2.87875	2.87875	2.9045	2.905	inf	2.90725	2.9335	2.93475	2.93525	2.987	2.988	inf	2.9885	3.0445	3.0465	3.07675	3.10625	3.1675	inf	3.171	3.20325	3.267	3.267	3.2685	inf	3.303	3.44825	3.486	3.486	3.52575	3.5665	inf	3.60675	inf	inf	inf	inf	inf	inf	4.07575	4.07575	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	8.5235	inf	inf	6.8545	6.70125	6.42725	inf	inf	5.62575	5.436	5.24625	5.07575	4.762	4.6315	inf	4.50375	4.43	4.2875	4.0865	4.02175	inf	3.9725	3.8205	3.6495	3.6495	3.532	3.405	3.45175	inf	3.337	3.204	3.19625	3.152	3.07575	3.07525	inf	2.93375	2.936	2.98625	2.8995	2.87675	2.87975	2.70225	inf	2.7085	2.7755	2.681	2.613	2.63525	2.63675	inf	2.53075	2.57425	2.57375	2.57225	2.53375	2.53125	inf	2.5115	2.51	2.50775	2.48875	2.45325	2.46875	2.4515	inf	2.45	2.45	2.433	2.309	2.11275	2.43275	inf	2.41575	2.417	2.44875
2.4165	2.417	2.44875	2.3615	2.363	2.364	inf	2.39525	2.397	2.398	2.4005	2.3465	2.398	inf	2.3385	2.34775	2.3635	2.397	2.37425	2.37075	inf	2.5095	2.45625	2.524	2.5945	2.575	2.5935	inf	2.68725	2.595	2.597	2.7805	2.7995	inf	2.9335	2.82625	2.84775	2.95625	2.958	3.0795	inf	3.072	3.175	3.226	3.40375	3.36725	3.45175	inf	3.5645	3.56025	3.64475	3.82175	3.92575	inf	4.126	4.2885	4.28175	4.50475	4.627	4.76425	inf	inf	inf	inf	4.62375	4.5555	3.046	3.01675	inf	2.98925	2.988	2.98625	2.93475	2.9355	2.9075	inf	2.90625	2.90575	2.90325	2.903	2.85475	inf	2.8775	2.85375	2.85375	2.85175	2.87725	2.853	inf	2.85275	2.8775	2.853	2.87675	2.8785	2.87925	inf	2.90425	2.9045	2.90675	2.9075	2.93425	inf	2.96025	2.962	2.987	2.988	3.0175	3.045	3.04725	inf	3.10475	3.13725	3.1695	3.172	3.23525	inf	3.2365	3.2685	3.303	3.44825	3.48525	3.486	inf	3.48725	3.56525	3.567	3.69175	inf	inf	inf	inf	inf	inf	4.07575	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	6.852	6.697	6.555	5.8295	5.725	5.62725	inf	5.2475	5.07575	4.9145	4.68975	4.562	4.43	inf	4.29025	4.1295	4.08575	3.97325	3.82325	3.827	inf	3.64475	3.5345	3.5615	3.409	3.4535	3.327	3.1545	inf	3.154	3.13925	3.0715	3.1005	2.9305	2.9875	inf	2.93375	2.87725	2.88	2.7095	2.689	2.77325	inf	2.7735	2.61525	2.61775	2.6525	2.5525	2.534	2.61275	inf	2.553	2.53375	2.53225	2.51275	2.51125	2.50825	inf	2.474	2.4705	2.45275	2.46825	2.46675	2.44925	2.44925	inf	2.29725	2.3255	2.11225	2.41725	2.4325	2.43275	inf
2.41675	2.4325	inf	2.362	2.378	2.37775	2.3795	2.397	2.3975	inf	2.4	2.3485	2.39675	2.37625	2.3285	2.342	inf	2.39825	2.36425	2.34825	2.52275	2.48925	inf	2.45375	2.59525	2.57325	2.57425	2.702	2.61475	inf	2.59425	2.79625	2.7975	2.93375	2.87375	2.81825	inf	2.93175	2.956	3.10425	3.09325	3.172	inf	3.2255	3.30075	3.3945	3.47875	3.567	3.5325	inf	3.64275	3.8645	3.922	3.9725	4.18025	inf	4.279	4.424	4.564	4.62375	inf	inf	inf	4.694	4.694	inf	3.046	3.045	3.01675	inf	2.9885	2.987	2.95975	2.93425	2.9335	2.9075	inf	2.9055	2.88	2.90425	2.8785	2.878	2.878	inf	2.8535	2.8535	2.8535	2.8535	2.87625	inf	2.853	2.87725	2.8775	2.85475	2.903	2.90325	inf	2.90375	2.90625	2.9075	2.93425	2.93475	inf	2.98675	2.9875	2.9885	3.01575	3.044	3.047	inf	3.07625	3.07775	3.1695	3.1715	3.23425	3.2675	inf	3.2685	3.303	3.303	3.44825	3.48525	inf	3.48725	3.5275	3.56775	inf	3.69175	inf	inf	inf	inf	4.07575	4.07575	4.18475	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	6.852	6.70125	6.557	inf	inf	5.62575	5.524	5.2435	5.077	4.762	4.62925	inf	4.55975	4.432	4.28925	4.085	3.9765	3.97325	inf	3.82125	3.6475	3.6815	3.53325	3.40375	3.4505	inf	3.337	3.2045	3.1525	3.1735	3.07575	3.0725	inf	2.9325	2.936	2.988	2.882	2.87875	2.8785	inf	2.68575	2.70875	2.77475	2.67925	2.61075	2.6365	inf	2.63475	2.534	2.59225	2.57275	2.53475	2.5335	2.5305	inf	2.512	2.51	2.50775	2.48925	2.47025	2.4695	2.4515	inf	2.45	2.44975	2.342	2.309	2.11275	inf	2.41725	2.417	2.41725	2.43275
2.4175	2.4325	2.433	2.36225	2.363	inf	2.37875	2.3805	2.3975	2.399	2.37975	2.3605	inf	2.398	2.32575	2.345	2.3835	2.3925	2.37325	inf	2.36525	2.505	2.4555	2.61375	2.59225	inf	2.57275	2.685	2.6795	2.5915	2.61625	inf	2.7785	2.80225	2.90675	2.8005	2.84625	2.93125	inf	2.93725	3.071	3.072	3.1755	3.20125	inf	3.3975	3.37575	3.6035	3.53375	3.6055	inf	3.82625	3.82925	3.97175	4.12525	4.28375	4.36525	inf	4.6185	4.625	inf	inf	inf	inf	4.694	inf	3.046	3.0445	3.01675	2.98925	2.9875	inf	2.96075	2.95925	2.90925	2.90675	2.90675	2.9045	inf	2.90375	2.87875	2.8785	2.85475	2.8785	inf	2.85375	2.85275	2.8535	2.85225	2.8535	2.85375	inf	2.8775	2.87725	2.8775	2.9025	2.90425	inf	2.9055	2.93225	2.9085	2.93425	2.96075	2.98675	inf	2.9885	2.99075	3.0455	3.047	3.04875	inf	3.07775	3.1685	3.1705	3.20225	3.267	3.2685	inf	3.2695	3.303	3.44825	3.48525	3.48775	inf	3.52575	3.5665	3.60675	3.69175	inf	inf	inf	inf	inf	4.07575	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	6.859	6.56775	inf	6.555	6.42725	5.725	5.629	5.34075	5.0795	inf	4.9255	4.694	4.626	4.434	4.3015	inf	4.23575	4.084	3.9725	3.8225	3.827	3.6455	inf	3.56275	3.562	3.4055	3.4535	3.32875	3.19725	3.1755	inf	3.168	3.0735	3.098	2.93	2.969	2.93375	inf	2.87675	2.8785	2.7495	2.706	2.7735	inf	2.75425	2.6145	2.614	2.638	2.55325	2.54975	2.612	inf	2.573	2.53375	2.5315	2.53075	2.51	2.509	inf	2.47275	2.47025	2.45325	2.45125	2.45075	2.44925	2.4345	inf	2.2975	2.32375	2.125	2.4175	2.4325	inf	2.433
2.4165	2.432	2.44875	2.3615	2.36375	2.364	inf	2.3645	2.39725	2.398	2.40025	2.34825	2.40025	2.327	inf	2.3585	2.3645	2.3975	2.365	2.36175	inf	2.5095	2.469	2.54975	2.595	2.57325	inf	2.594	2.68425	2.609	2.59725	2.7785	2.797	inf	2.933	2.8235	2.82375	2.913	2.956	inf	3.07675	3.04775	3.1725	3.178	3.401	3.36775	inf	3.453	3.56325	3.5645	3.64675	3.82625	inf	3.96925	4.0865	4.2865	4.24125	4.61625	inf	4.62825	4.84	inf	inf	4.694	4.694	inf	inf	3.046	2.98925	2.9885	2.9875	2.961	2.96075	inf	2.93425	2.908	2.90675	2.905	2.90375	2.8555	inf	2.878	2.87725	2.85425	2.8775	2.853	inf	2.85175	2.8535	2.87625	2.85475	2.8775	2.8775	inf	2.8785	2.90175	2.88	2.90425	2.90575	inf	2.908	2.93375	2.936	2.98675	2.9885	2.98925	inf	3.0455	3.0465	3.04725	3.10625	3.1685	inf	3.169	3.172	3.2675	3.268	3.2685	3.303	inf	3.44825	3.48525	3.48725	3.48825	3.56575	inf	3.60675	inf	inf	inf	inf	inf	inf	4.07575	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	6.852	6.7035	inf	6.555	inf	5.725	5.62575	5.338	5.0795	inf	4.9195	4.754	4.62375	4.429	4.30525	inf	4.23575	4.0815	3.9725	3.78375	3.8225	3.6455	3.56325	inf	3.564	3.402	3.45475	3.33025	3.19625	3.19775	inf	3.14675	3.0715	3.1005	2.9305	2.966	2.93675	inf	2.87675	2.87925	2.827	2.68725	2.75425	2.77325	2.61675	inf	2.61575	2.637	2.57175	2.5475	2.59425	2.57225	inf	2.55325	2.5325	2.53025	2.512	2.5085	2.49	inf	2.47025	2.45275	2.45175	2.4675	2.4505	2.4495	2.31	inf	2.32675	2.11275	2.417	2.4325	2.4175	inf
2.449	2.45	2.43425	2.37875	2.396	2.38025	inf	2.39725	2.39825	2.40025	2.38175	2.364	2.40175	inf	2.33025	2.359	2.383	2.38525	2.37275	inf	2.3655	2.52425	2.46975	2.6135	2.5945	2.57625	inf	2.6885	2.6815	2.59275	2.63475	2.796	inf	2.8045	2.93075	2.823	2.85025	2.9575	2.98475	inf	3.07625	3.07525	3.1775	3.204	3.4015	inf	3.3735	3.6035	3.53375	3.5695	3.689	inf	3.82775	3.97325	4.13025	4.2855	4.426	4.6205	inf	4.627	inf	inf	4.694	4.694	inf	inf	3.047	3.045	3.01725	2.9885	2.988	2.96075	inf	2.93525	2.9335	2.90725	2.90625	2.9055	2.88	inf	2.8775	2.9025	2.87675	2.853	2.85275	inf	2.85275	2.87625	2.85375	2.85275	2.853	2.878	inf	2.87725	2.8775	2.87975	2.90425	2.90425	inf	2.90675	2.9335	2.93375	2.9355	2.987	2.9885	inf	2.98975	3.044	3.04725	3.07625	3.07725	inf	3.13675	3.1705	3.20325	3.2365	3.2685	3.2695	inf	3.303	3.44825	3.4865	3.48725	3.52625	inf	3.56575	3.64825	inf	inf	inf	inf	inf	inf	4.07575	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	6.852	6.7035	inf	6.55275	5.94125	5.725	5.62725	5.34225	5.07825	inf	4.923	4.75725	4.62925	4.435	4.36325	inf	4.292	4.12875	3.9755	3.869	3.827	3.6495	3.56825	inf	3.56325	3.40725	3.45475	3.33525	3.19775	3.177	inf	3.171	3.09625	3.102	2.9335	2.9685	2.962	inf	2.8825	2.8825	2.83725	2.7045	2.77425	2.7765	inf	2.63475	2.6195	2.65525	2.5915	2.551	2.6145	inf	2.574	2.55325	2.534	2.53175	2.5115	2.51025	inf	2.50875	2.472	2.4715	2.469	2.4515	2.45175	2.4505	inf	2.31125	2.33975	2.1265	2.449	2.449	2.434	inf
2.451	2.4515	2.449	2.39725	inf	2.39675	2.39825	2.4	2.41675	2.44825	2.37925	inf	2.4155	2.3995	2.347	2.37625	2.42825	2.39675	inf	2.37675	2.53625	2.51325	2.487	2.63525	inf	2.614	2.61075	2.729	2.637	2.61625	inf	2.81875	2.8215	2.959	2.876	2.827	2.959	inf	2.96375	3.132	3.09675	3.20175	3.23175	inf	3.37975	3.40025	3.48525	3.567	3.592	3.6475	inf	3.86825	3.97175	4.126	4.29125	4.294	inf	4.50575	4.6885	4.694	inf	4.84125	4.694	inf	4.694	inf	3.046	3.0455	3.01625	3.015	inf	2.9875	2.961	2.93525	2.90925	2.908	2.90575	inf	2.90425	2.87925	2.8785	2.878	2.878	inf	2.853	2.85275	2.85275	2.85175	2.85375	2.853	inf	2.85375	2.8535	2.8785	2.8785	2.87925	inf	2.90575	2.90625	2.90725	2.9335	2.93425	2.9615	inf	2.988	2.98875	3.01575	3.044	3.07575	inf	3.07725	3.10675	3.1685	3.1715	3.23425	3.236	inf	3.2685	3.2695	3.44825	3.44825	3.4865	inf	3.48725	3.56525	3.567	3.64875	3.69175	inf	inf	inf	inf	inf	4.07575	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	6.852	6.70125	6.555	6.42725	5.725	5.62725	inf	5.338	5.15225	4.92425	4.755	4.626	4.437	inf	4.3605	4.2405	4.1295	3.9755	3.82625	3.8305	inf	3.64875	3.56825	3.59575	3.41075	3.4865	3.3365	inf	3.226	3.20325	3.172	3.075	3.10675	2.9555	inf	3.0145	2.96275	2.8855	2.905	2.7975	2.728	inf	2.7975	2.796	2.6385	2.656	2.67825	2.57275	inf	2.55825	2.61475	2.61375	2.573	2.553	2.53375	inf	2.53275	2.5315	2.5115	2.509	2.50775	2.4725	2.4715	inf	2.471	2.469	2.32775	2.16575	2.45275	2.45125	inf	2.451	2.451
