399.030884	1939.636353	-0.474741
415.680725	1971.626831	-0.475011
		
438.3013	2017.029297	-0.47478
461.561737	2064.09082	-0.475124
472.815033	2085.615967	-0.474953
488.167328	2115.894775	-0.475596
		
521.402527	2180.123291	-0.475664
535.238525	2207.112061	-0.475505
552.109436	2238.429932	-0.475561
567.868713	2270.856689	-0.475957
584.137146	2302.089844	-0.475664
600.904358	2335.081299	-0.476451
618.013123	2368.164063	-0.47591
635.148804	2403.415283	-0.476651
653.002991	2437.431885	-0.476003
669.92572	2472.069824	-0.476612
686.141357	2503.16626	-0.476143
703.931335	2538.382324	-0.476944
721.983215	2571.877197	-0.476885
739.572693	2607.184814	-0.477579
757.472412	2640.998535	-0.477143
775.575684	2676.04834	-0.477885
792.849365	2708.925049	-0.47711
810.533142	2743.133301	-0.477634
829.124084	2778.049316	-0.477058
845.351196	2811.70459	-0.477711
862.68811	2844.607666	-0.476842
878.962708	2879.151611	-0.477828
896.907043	2912.370605	-0.477004
913.354492	2946.530273	-0.477576
930.768738	2980.241211	-0.47696
946.789185	3013.177979	-0.477906
965.701599	3047.258301	-0.476524
983.489197	3079.835205	-0.477282
1000.050232	3113.350098	-0.476603
1017.917419	3148.412354	-0.477395
1036.507324	3181.842041	-0.476529
1053.101929	3216.639648	-0.47735
1071.32312	3249.864746	-0.476407
1090.326538	3284.812256	-0.477172
1107.09436	3317.917969	-0.476397
1124.0802	3352.119385	-0.477661
1142.87439	3385.794434	-0.476894
1158.359009	3419.20459	-0.477833
1175.072998	3451.837158	-0.477268
1192.232544	3486.508057	-0.478336
1209.658081	3519.236084	-0.477453
1226.156494	3553.455322	-0.478259
1243.612793	3586.909912	-0.477667
1261.12085	3621.630371	-0.478449
1277.641602	3653.056152	-0.477628
1295.915039	3690.184814	-0.478818
1312.318848	3721.461182	-0.477933
1330.660767	3756.088623	-0.478636
1349.863037	3792.067871	-0.477813
1365.513184	3823.745361	-0.47881
1384.031494	3856.873535	-0.47786
1401.443481	3891.995605	-0.478672
1418.227661	3925.135498	-0.478179
1436.42041	3960.35376	-0.478937
1453.444702	3993.216064	-0.478626
1470.564087	4027.338867	-0.479548
1487.25769	4059.96582	-0.478716
1505.685547	4094.055664	-0.479358
