43	1124.0802	3352.119385	-577.819641	-0.00671	-0.01222	-0.477661
44	1142.87439	3385.794434	-578.785034	-0.005793	-0.012242	-0.476894
45	1158.359009	3419.20459	-578.820984	-0.005539	-0.011641	-0.477833
46	1175.072998	3451.837158	-579.59375	-0.004865	-0.012165	-0.477268
47	1192.232544	3486.508057	-580.200623	-0.004047	-0.012055	-0.478336
48	1209.658081	3519.236084	-581.14325	-0.003345	-0.012383	-0.477453
49	1226.156494	3553.455322	-581.586548	-0.003113	-0.01253	-0.478259
50	1243.612793	3586.909912	-582.265381	-0.002527	-0.012763	-0.477667
51	1261.12085	3621.630371	-582.224731	-0.002649	-0.012601	-0.478449
52	1277.641602	3653.056152	-582.536316	-0.002819	-0.013017	-0.477628
53	1295.915039	3690.184814	-582.32666	-0.00299	-0.012918	-0.478818
54	1312.318848	3721.461182	-582.402161	-0.00358	-0.013477	-0.477933
55	1330.660767	3756.088623	-582.647827	-0.003154	-0.013171	-0.478636
56	1349.863037	3792.067871	-583.005798	-0.003291	-0.013505	-0.477813
57	1365.513184	3823.745361	-582.851685	-0.003564	-0.013273	-0.47881
58	1384.031494	3856.873535	-583.583984	-0.0034	-0.013819	-0.47786
59	1401.443481	3891.995605	-583.276611	-0.003597	-0.013169	-0.478672
60	1418.227661	3925.135498	-583.638489	-0.003556	-0.01364	-0.478179
61	1436.42041	3960.35376	-583.553528	-0.003798	-0.013322	-0.478937
62	1453.444702	3993.216064	-583.852295	-0.003695	-0.013407	-0.478626
63	1470.564087	4027.338867	-584.077881	-0.003586	-0.01305	-0.479548
64	1487.25769	4059.96582	-584.767944	-0.00309	-0.013393	-0.478716
65	1505.685547	4094.055664	-585.117737	-0.00258	-0.012951	-0.479358
66	1523.209106	4128.180664	-585.243103	-0.002331	-0.012905	-0.479128
67	1540.353271	4163.172363	-585.001587	-0.002251	-0.012374	-0.480162
68	1558.369263	4196.490234	-585.161438	-0.002558	-0.012671	-0.479418
69	1577.913452	4235.376953	-584.897888	-0.003253	-0.012112	-0.480309
70	1594.265625	4265.404297	-584.599792	-0.003975	-0.012655	-0.47952
71	1611.965698	4298.45459	-584.854126	-0.00426	-0.012272	-0.480859
72	1629.263306	4331.229492	-585.130737	-0.004164	-0.012822	-0.479386
73	1645.009644	4362.78125	-585.555542	-0.003945	-0.012946	-0.480355
74	1665.038818	4399.828125	-586.048523	-0.003955	-0.013433	-0.47983
75	1681.982422	4434.148438	-586.00824	-0.00371	-0.01307	-0.480523
76	1699.580566	4467.696777	-586.367798	-0.003958	-0.013768	-0.479807
77	1717.480225	4502.533203	-586.125122	-0.00401	-0.013203	-0.481385
78	1734.066162	4533.599121	-586.344849	-0.003978	-0.013454	-0.480095
79	1751.369141	4567.32373	-586.495117	-0.003544	-0.013271	-0.481017
80	1768.318115	4600.287109	-586.895752	-0.003443	-0.013667	-0.480006
81	1768.888672	4601.348145	-586.924072	-0.003433	-0.013649	-0.480109
82	1769.778564	4602.910156	-586.911621	-0.003404	-0.013612	-0.479738
83	1780.740845	4623.959961	-586.990417	-0.002928	-0.013634	-0.48059
84	1793.207031	4647.189453	-587.290283	-0.002794	-0.013327	-0.480243
85	1805.301636	4672.264648	-587.332336	-0.002835	-0.013772	-0.479907
86	1820.915039	4702.179688	-587.192078	-0.002834	-0.013291	-0.480767
87	1838.500854	4734.900879	-587.569946	-0.002566	-0.013443	-0.479921
88	1854.767212	4766.934082	-587.799561	-0.002533	-0.013524	-0.480651
89	1871.99646	4799.65918	-588.344116	-0.001602	-0.013643	-0.479907

