0	399.030884	1939.636353	-567.992615	-0.003461	-0.008972	-0.474741
1	415.680725	1971.626831	-568.657288	-0.002966	-0.009311	-0.475011
2	426.9910125	1994.328064	-568.82486	-0.003009	-0.0094835	-0.4748955
3	438.3013	2017.029297	-568.992432	-0.003052	-0.009656	-0.47478
4	461.561737	2064.09082	-569.142517	-0.003003	-0.00945	-0.475124
5	472.815033	2085.615967	-569.164856	-0.003041	-0.009341	-0.474953
6	488.167328	2115.894775	-570.113403	-0.002769	-0.009789	-0.475596
7	504.7849275	2148.009033	-570.3357235	-0.0028205	-0.009849	-0.47563
8	521.402527	2180.123291	-570.558044	-0.002872	-0.009909	-0.475664
9	535.238525	2207.112061	-570.792297	-0.002621	-0.009826	-0.475505
10	552.109436	2238.429932	-571.548462	-0.002009	-0.010202	-0.475561
11	567.868713	2270.856689	-571.351318	-0.002248	-0.009948	-0.475957
12	584.137146	2302.089844	-571.986084	-0.002127	-0.010615	-0.475664
13	600.904358	2335.081299	-572.160767	-0.001879	-0.010281	-0.476451
14	618.013123	2368.164063	-572.649536	-0.001719	-0.010812	-0.47591
15	635.148804	2403.415283	-572.706604	-0.002141	-0.010726	-0.476651
16	653.002991	2437.431885	-573.289368	-0.00204	-0.011371	-0.476003
17	669.92572	2472.069824	-573.054321	-0.002261	-0.011059	-0.476612
18	686.141357	2503.16626	-573.470215	-0.002184	-0.011334	-0.476143
19	703.931335	2538.382324	-573.272705	-0.002267	-0.010721	-0.476944
20	721.983215	2571.877197	-573.835693	-0.002544	-0.01118	-0.476885
21	739.572693	2607.184814	-573.064026	-0.004028	-0.010406	-0.477579
22	757.472412	2640.998535	-573.384644	-0.004278	-0.010997	-0.477143
23	775.575684	2676.04834	-573.306396	-0.004952	-0.01046	-0.477885
24	792.849365	2708.925049	-573.670715	-0.005128	-0.011016	-0.47711
25	810.533142	2743.133301	-573.680847	-0.005646	-0.010607	-0.477634
26	829.124084	2778.049316	-573.813904	-0.006422	-0.011088	-0.477058
27	845.351196	2811.70459	-573.909485	-0.006604	-0.010859	-0.477711
28	862.68811	2844.607666	-574.496826	-0.006281	-0.011357	-0.476842
29	878.962708	2879.151611	-575.101379	-0.005737	-0.011421	-0.477828
30	896.907043	2912.370605	-575.516846	-0.005451	-0.011809	-0.477004
31	913.354492	2946.530273	-575.994873	-0.005035	-0.011853	-0.477576
32	930.768738	2980.241211	-576.197754	-0.005621	-0.012521	-0.47696
33	946.789185	3013.177979	-576.605652	-0.005374	-0.012524	-0.477906
34	965.701599	3047.258301	-577.389221	-0.004911	-0.012993	-0.476524
35	983.489197	3079.835205	-577.529419	-0.004799	-0.012711	-0.477282
36	1000.050232	3113.350098	-577.451965	-0.005265	-0.013196	-0.476603
37	1017.917419	3148.412354	-577.790039	-0.005257	-0.012844	-0.477395
38	1036.507324	3181.842041	-578.043701	-0.005789	-0.013464	-0.476529
39	1053.101929	3216.639648	-577.793579	-0.006	-0.013096	-0.47735
40	1071.32312	3249.864746	-578.097656	-0.00628	-0.013479	-0.476407
41	1090.326538	3284.812256	-577.715515	-0.00686	-0.012582	-0.477172
42	1107.09436	3317.917969	-577.908875	-0.006703	-0.012675	-0.476397
